id,name,lat,lon,address,zipCode,websiteUrl,id_cat,cat,type,city,state
5018645m81,Parc Lucie-Bruneau,45.603013,-73.583684,"7 051, Avenue de l’Alsace",Anjou,,,Swimming Pool,Piscine extérieure,Montréal,Not yet visited
5068257m82,Parc des Roseraies,45.593366,-73.555113,"7 070, Avenue de la Nantaise",Anjou,,,Swimming Pool,Piscine extérieure,Montréal,Not yet visited
3044179m83,Bain St-Denis,45.540369,-73.611903,"7 075, Rue Saint-Hubert",Rosemont–La Petite-Patrie,,,Swimming Pool,Piscine intérieure,Montréal,Not yet visited
2087210m84,Parc G. Garibaldi,45.58722,-73.57155,"7 125, Rue Liénart",Saint-Léonard,,,Swimming Pool,Piscine extérieure,Montréal,Not yet visited
3014811m85,Patro Le Prévost,45.543715,-73.613562,"7 355, Avenue Christophe-Colomb",Villeray–Saint-Michel–Parc-Extension,,,Swimming Pool,Piscine intérieure,Montréal,Not yet visited
5010387m86,Parc Roger-Rousseau,45.616818,-73.549995,"7 501, Avenue Rondeau",Anjou,,,Swimming Pool,Piscine extérieure,Montréal,Not yet visited
2062331m87,Parc François-Perrault,45.562587,-73.601059,"7 525, Rue François-Perrault",Villeray–Saint-Michel–Parc-Extension,,,Swimming Pool,Piscine extérieure,Montréal,Not yet visited
4048051m88,Parc Leroux,45.434301,-73.595461,"7 540, Rue Centrale",LaSalle,,,Swimming Pool,Piscine extérieure,Montréal,Not yet visited
2085259m89,Parc Ladauversière,45.581507,-73.583268,"7 560, Boulevard Lacordaire",Saint-Léonard,,,Swimming Pool,Piscine extérieure,Montréal,Not yet visited
2082478m90,Parc Hébert,45.572879,-73.592672,"7 655, Rue Colbert",Saint-Léonard,,,Swimming Pool,Piscine extérieure,Montréal,Not yet visited
3012132m91,Joseph-Charbonneau,45.551048,-73.623195,"8 200, Rue Rousselot",Villeray–Saint-Michel–Parc-Extension,,,Swimming Pool,Piscine intérieure,Montréal,Not yet visited
2031382m92,Parc Verdelle,45.608413,-73.54959,"8 441, Place Verdelles",Anjou,,,Swimming Pool,Piscine extérieure,Montréal,Not yet visited
5101787m93,Georges-Vernot,45.568459,-73.614508,"8 475, 13e Avenue",Villeray–Saint-Michel–Parc-Extension,,,Swimming Pool,Piscine intérieure,Montréal,Not yet visited
4033627m94,Parc Lefebvre,45.435467,-73.635418,"8 600, Rue Hardy",LaSalle,,,Swimming Pool,Piscine extérieure,Montréal,Not yet visited
4098279m95,Parc Chamberland,45.502986,-73.689901,"800, Rue Dorais",Saint-Laurent,,,Swimming Pool,Piscine extérieure,Montréal,Not yet visited
5016546m96,Parc St-Laurent,45.526602,-73.687215,"845, Rue Poirier",Saint-Laurent,,,Swimming Pool,Piscine extérieure,Montréal,Not yet visited
4034718m97,Parc Decelles,45.513433,-73.678404,"845, Rue Roy",Saint-Laurent,,,Swimming Pool,Piscine extérieure,Montréal,Not yet visited
3036307m98,Parc John-F-Kennedy,45.521396,-73.615936,"860, Avenue Outremont",Outremont,,,Swimming Pool,Piscine extérieure,Montréal,Not yet visited
2020378m99,Parc Sainte-Lucie,45.575708,-73.626772,"9 093, 16e Avenue",Villeray–Saint-Michel–Parc-Extension,,,Swimming Pool,Piscine extérieure,Montréal,Not yet visited
2050446m100,Parc L.-O.-Taillon,45.605967,-73.511217,"9 200, Rue Notre-Dame Est",Mercier–Hochelaga-Maisonneuve,,,Swimming Pool,Piscine extérieure,Montréal,Not yet visited
1017231m101,Bain Lévesque,45.526243,-73.577899,"955, Rue Marie-Anne Est",Le Plateau-Mont-Royal,,,Swimming Pool,Piscine intérieure,Montréal,Not yet visited
0m102,Piscine Émile-Legault,45.506094,-73.703438,,Saint-Laurent,,,Swimming Pool,Piscine intérieure,Montréal,Not yet visited
0m103,Piscine Jonh F. Kennedy,45.55975,-73.603628,,Villeray–Saint-Michel–Parc-Extension,,,Swimming Pool,Piscine intérieure,Montréal,Not yet visited
